,nominee_type,year,winner,award,title
5926,people,1978,False,Best Performance by an Actor In A Television Series - Drama,Robert Conrad
5927,people,1978,True,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton
5928,people,1978,False,Best Performance by an Actor in a Motion Picture - Drama,Henry Winkler
5929,people,1978,False,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck
5930,people,1978,False,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino
5931,people,1978,False,Best Performance by an Actor in a Motion Picture - Drama,Marcello Mastroianni
5932,people,1978,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vanessa Redgrave
5933,people,1978,False,Best Screenplay - Motion Picture,Steven Spielberg
5934,film,1978,False,Best Motion Picture - Drama,I Never Promised You a Rose Garden
5935,film,1978,True,Best Motion Picture – Non-English Language,"Special Day, A"
5936,people,1978,True,Best Director - Motion Picture,Herbert Ross
5937,people,1978,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lilia Skala
5938,people,1978,False,Best Screenplay - Motion Picture,Arthur Laurents
5939,people,1978,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Quinn Cummings
5940,people,1978,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Leslie Browne
5941,people,1978,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Blondell
5942,people,1978,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann-Margret Olsson
5943,people,1978,True,World Film Favorites,Barbra Streisand
5944,people,1978,True,World Film Favorites,Robert Redford
5945,film,1978,False,Best Motion Picture – Non-English Language,That Obscure Object of Desire
5946,film,1978,False,Best Motion Picture – Non-English Language,Madame Rosa
5947,film,1978,False,Best Motion Picture – Non-English Language,Pardon Mon Affaire
5948,people,1978,False,Best Director - Motion Picture,Fred Zinnemann
5949,people,1978,False,Best Director - Motion Picture,Steven Spielberg
5950,people,1978,False,Best Director - Motion Picture,George Lucas
5951,people,1978,False,Best Director - Motion Picture,Woody Allen
5952,people,1978,True,Best Original Score - Motion Picture,John Williams
5953,people,1978,False,Best Original Score - Motion Picture,Marvin Hamlisch
5954,people,1978,False,Best Original Score - Motion Picture,Barry Gibb
5955,people,1978,False,Best Original Score - Motion Picture,Joel Hirschhorn
5956,people,1978,False,Best Original Score - Motion Picture,John Williams
5957,people,1977,False,New Star Of The Year - Actress,Mariel Hemingway
5958,people,1977,False,Best Screenplay - Motion Picture,William Goldman
5959,people,1977,False,New Star Of The Year - Actress,Melinda Dillon
5960,people,1977,False,Best Screenplay - Motion Picture,David Butler
5961,people,1977,False,Best Screenplay - Motion Picture,Paul Schrader
5962,people,1977,False,Best Screenplay - Motion Picture,Sylvester Stallone
5963,people,1977,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Piper Laurie
5964,people,1977,False,Best Screenplay - Motion Picture,William Goldman
5965,people,1977,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marthe Keller
5966,people,1977,False,New Star Of The Year - Actress,Andrea Marcovicci
5967,film,1977,True,Best Motion Picture - Musical or Comedy,"Star Is Born, A (1976)"
5968,film,1977,False,Best Motion Picture - Musical or Comedy,Silent Movie
5969,people,1977,False,New Star Of The Year - Actress,Gladys Knight
5970,people,1977,False,Best Director - Motion Picture,Alan J. Pakula
5971,people,1977,False,New Star Of The Year - Actor,Lenny Baker
5972,people,1977,False,New Star Of The Year - Actor,Truman Capote
5973,people,1977,False,New Star Of The Year - Actor,Jonathan Kahn
5974,people,1977,False,New Star Of The Year - Actor,Harvey Stephens
5975,people,1977,True,New Star Of The Year - Actor,Arnold Schwarzenegger
5976,people,1977,False,Best Original Score - Motion Picture,Paul Williams
5977,people,1977,False,Best Original Score - Motion Picture,Bill Conti
5978,people,1977,False,Best Original Score - Motion Picture,Richard M. Sherman
5979,people,1977,False,Best Original Score - Motion Picture,Lalo Schifrin
5980,people,1977,False,Best Director - Motion Picture,John Schlesinger
5981,people,1977,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Bernadette Peters
5982,film,1977,False,Best Motion Picture - Musical or Comedy,The Pink Panther Strikes Again
5983,film,1977,False,Best Motion Picture - Musical or Comedy,The Ritz
5984,film,1977,True,Best Motion Picture – Non-English Language,Face to Face
5985,film,1977,False,Best Motion Picture - Musical or Comedy,Bugsy Malone
5986,film,1977,True,Best Motion Picture - Drama,Rocky
5987,people,1977,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oskar Werner
5988,people,1977,True,World Film Favorites,Robert Redford
5989,people,1977,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lee Grant
5990,people,1977,True,World Film Favorites,Sophia Loren
5991,film,1977,False,Best Motion Picture – Non-English Language,Small Change
5992,film,1977,False,Best Motion Picture – Non-English Language,The Slipper and the Rose - The Story of Cinderella
5993,film,1977,False,Best Motion Picture – Non-English Language,Seven Beauties
5994,film,1977,False,Best Motion Picture – Non-English Language,"Cousin, Cousine"
5995,people,1977,True,Best Director - Motion Picture,Sidney Lumet
5996,people,1977,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katharine Ross
5997,people,1977,False,Best Performance by an Actor in a Motion Picture - Drama,David Carradine
5998,people,1977,False,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro
5999,people,1977,False,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
6000,people,1977,False,Best Performance by an Actor in a Motion Picture - Drama,Sylvester Stallone
6001,people,1977,True,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch
6002,people,1977,False,Best Performance by an Actor In A Television Series - Drama,Lee Majors
6003,people,1977,False,Best Performance by an Actor In A Television Series - Drama,Nick Nolte
6004,people,1977,False,Best Performance by an Actor In A Television Series - Drama,Telly Savalas
6005,people,1977,False,Best Performance by an Actor In A Television Series - Drama,Peter Strauss
6006,people,1977,True,Best Performance by an Actor In A Television Series - Drama,Richard Jordan
6007,people,1977,True,Best Screenplay - Motion Picture,Paddy Chayefsky
6008,film,1977,False,Best Motion Picture - Drama,All The President's Men
6009,film,1977,False,Best Motion Picture - Drama,Bound for Glory
6010,film,1977,False,Best Motion Picture - Drama,Network
6011,film,1977,False,Best Motion Picture - Drama,Voyage of the Damned
6012,people,1977,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters
6013,people,1977,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jason Robards Jr.
6014,people,1977,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Adrienne Barbeau
6015,song,1977,True,Best Original Song - Motion Picture,Evergreen
6016,people,1977,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ron Howard
6017,people,1977,True,Best Original Score - Motion Picture,Paul Williams
6018,people,1977,True,New Star Of The Year - Actress,Jessica Lange
6019,song,1977,False,Best Original Song - Motion Picture,So Sad the Song
6020,song,1977,False,Best Original Song - Motion Picture,I'd Like To Be You For a Day
6021,song,1977,False,Best Original Song - Motion Picture,Hello and Goodbye
6022,song,1977,False,Best Original Song - Motion Picture,Car Wash
6023,people,1977,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand
6024,song,1977,False,Best Original Song - Motion Picture,Bugsy Malone
6025,film,1977,True,Documentary,Altars of the World
6026,film,1977,False,Documentary,Wings of an Eagle
6027,film,1977,False,Documentary,"That's Entertainment, Part 2"
6028,film,1977,False,Documentary,People of the Wind
6029,film,1977,False,Documentary,The Memory of Justice
6030,people,1977,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Marty Feldman
6031,people,1977,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Henry Winkler
6032,people,1977,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Tony Randall
6033,people,1977,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Freddie Prinze
6034,people,1977,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Hal Linden
6035,people,1977,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Sammy Davis Jr.
6036,people,1977,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael Constantine
6037,people,1977,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda
6038,people,1977,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kris Kristofferson
6039,people,1977,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Wilder
6040,people,1977,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Weston
6041,people,1977,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers
6042,people,1977,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mel Brooks
6043,people,1977,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett
6044,people,1977,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Dinah Shore
6045,people,1977,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Darleen Carr
6046,people,1977,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Bernadette Peters
6047,tv-show,1977,True,Best Television Series - Musical or Comedy,Barney Miller
6048,tv-show,1977,False,Best Television Series - Musical or Comedy,M*A*S*H (TV Show)
6049,tv-show,1977,False,Best Television Series - Musical or Comedy,Laverne & Shirley
6050,people,1977,False,Best Performance by an Actress In A Television Series - Drama,Jean Marsh
6051,people,1977,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier
6052,people,1977,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tim Conway
6053,people,1977,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Charles Durning
6054,people,1977,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gavin MacLeod
6055,people,1977,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Reiner
6056,people,1977,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ed Asner
6057,people,1977,False,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson
6058,people,1977,False,Best Performance by an Actress in a Motion Picture - Drama,Sarah Miles
6059,people,1977,False,Best Performance by an Actress in a Motion Picture - Drama,Talia Shire
6060,people,1977,False,Best Performance by an Actress in a Motion Picture - Drama,Liv Ullmann
6061,people,1977,True,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway
6062,people,1977,False,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson
6063,people,1977,False,Best Performance by an Actress In A Television Series - Drama,Farrah Fawcett
6064,people,1977,False,Best Performance by an Actress In A Television Series - Drama,Kate Jackson
